100018,BIOPSIA DE CEREBRO POR TREPANACION,3,1802,17100,10,0,11303,210,0,,9056,905600,,17100,10,4801,,S,4120103202,,,,,,
100019,BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE : AQUELLA POR TUMORES SUPRATENTORIALES HEMISFERICOS - INTRACEREBELOSOS - TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES - LESIONES EN TRONCO CEREBRAL ( EXTRA AXIALES E INTRA AXIALES ) - LESIONES,3,1802,1152,20,0,11304,250,0,,10623,1062300,,1138,20,4801,3,S,4120103202,,,,,,
100021,CRANEALIZACION DE SENO FRONTAL,3,1801,,0,0,12101,230,0,,9626,962600,,,21,4801,,S,4120103202,,,,,,
100023,EXTRACCION DE NEUROESTIMULADOR INTRACRANEAL SOD,3,1801,1101,9,0,12200,140,0,,0,0,,1101,9,4801,,S,4120103202,,,,,,
100024,REAPERTURA DE CRANEOTOMIA SOD,3,1801,1101,9,0,12300,0,0,,0,0,,1101,9,4801,,S,4120103202,,,,,,
100025,DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL - POR CRANEOTOMIA,3,1801,1102,9,0,12401,375,0,,15865,1586500,,1102,12,4801,,S,4120103202,,,,,,
100026,DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR - POR CRANEOTOMIA,3,1801,1104,20,0,12402,375,0,,15865,1586500,,1104,20,4801,,S,4120103202,,,,,,
100028,EXTRACCION DE CUERPO EXTRAÑO INTRACRANEAL - POR CRANEOTOMIA SIMULTANEO : CUALQUIER ESQUIRLECTOMIA ( 02. 0. 2. ),3,1801,1101,9,0,12410,375,0,,14380,1438000,,1101,9,4801,4,S,4120103202,,,,,,
100029,SECUESTRECTOMIA DE CRANEO - POR CRANIECTOMIA INCLUYE : DESBRIDAMIENTO O CURETAJE ( LIMPIEZA ) CRANEAL,3,1801,1103,9,0,12501,90,0,,3634,363400,,1103,8,4801,4,S,4120103202,,,,,,
100030,DRENAJE DE COLECCION EPIDURAL SUPRATENTORIAL - POR CRANIECTOMIA,3,1801,1102,20,0,12502,555,0,,28083,2808300,,1102,12,4801,,S,4120103202,,,,,,
100031,DRENAJE DE COLECCION EPIDURAL FOSA POSTERIOR - POR CRANIECTOMIA,3,1801,1140,12,0,12503,555,0,,28083,2808300,,1140,11,4801,,S,4120103202,,,,,,
100033,DRENAJE DE ESPACIO SUBDURAL - POR CRANEOTOMIA,3,1801,1102,20,0,13101,285,0,,12041,1204100,,1102,12,4801,,S,4120103202,,,,,,
100034,DRENAJE DE ESPACIO SUBDURAL - POR TREPANACION,3,1801,1102,20,0,13102,285,0,,12041,1204100,,1102,12,4801,,S,4120103202,,,,,,
100035,DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR - POR CRANIECTOMIA,3,1801,1114,21,0,13103,555,0,,28083,2808300,,1114,21,4801,,S,4120103202,,,,,,
100036,DRENAJE DE ESPACIO SUBDURAL - POR DRENAJE EXTERNO,3,1801,1153,12,0,13104,285,0,,12041,1204100,,1153,12,4801,,S,4120103202,,,,,,
100037,DRENAJE DE ESPACIO SUBARACNOIDEO - POR DERIVACION CISTO PERITONEAL,3,1801,1150,13,0,13105,210,0,,9056,905600,,1150,12,4801,,S,4120103202,,,,,,
100038,DRENAJE DE ESPACIO SUBDURAL - POR DERIVACION SUBDURO PERITONEAL,3,1801,1225,13,0,13106,210,0,,9056,905600,,1151,12,4801,3,S,4120103202,,,,,,
100040,DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS,3,1801,1106,20,0,13110,455,0,,23023,2302300,,1102,12,4801,4,S,4120103202,,,,,,
100041,SECCION DE TEJIDO CEREBRAL ( TRACTOS CEREBRALES ) POR ABLACION ( TERMOLESION ) ESTEREOTAXICA,3,1801,1142,22,0,13201,420,0,,17994,1799400,,,,4801,4,S,4120103202,,,,,,
100042,SECCION DE TEJIDO CEREBRAL ( TRACTOS CEREBRALES ) - POR CRANEOTOMIA INCLUYE : TEJIDO CEREBRAL CONVULSIVOGENO,3,1801,1126,13,0,13202,335,0,,14445,1444500,,1126,12,4801,,S,4120103202,,,,,,
100044,TALAMOTOMIA POR ESTEREOTAXIA ( ESTIMULACION O ABLACION DE UNO DE SUS NUCLEOS ),3,1801,,0,0,14101,420,0,,17994,1799400,,,,4801,,S,4120103202,,,,,,
100046,PALIDOTOMIA POR ESTEREOTAXIA,3,1801,,0,0,14201,420,0,,17994,1799400,,,21,4801,,S,4120103202,,,,,,
100048,RESECCION TUMOR OSEO - POR CRANEOTOMIA,3,1801,1103,9,0,15101,85,0,,3511,351100,,1103,8,4801,,S,4120103202,,,,,,
100049,RESECCION TUMOR OSEO - POR CRANIECTOMIA,3,1801,1103,9,0,15102,100,0,,4044,404400,,1103,8,4801,,S,4120103202,,,,,,
100051,CORRECCION DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA,3,1801,1141,20,0,15104,315,0,,13386,1338600,,1141,12,4801,,S,4120103202,,,,,,
100052,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA ANTERIOR - VIA CRANEOFACIAL ANTERIOR,3,1801,,0,0,15201,730,0,,36938,3693800,,1120,20,4801,,S,4120103202,,,,,,
100053,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA ANTERIOR - VIA CRANEOFACIAL ANTEROLATERAL,3,1801,1120,20,0,15202,730,0,,36938,3693800,,1120,20,4801,,S,4120103202,,,,,,
100054,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA ANTERIOR - VIA ANTEROLATERAL Y RINOTOMIA LATERAL,3,1801,1120,20,0,15203,730,0,,36938,3693800,,1120,20,4801,,S,4120103202,,,,,,
100055,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA ANTERIOR - VIA TRANSZIGOMATICA Y TRANSPALATAL,3,1801,1120,20,0,15204,730,0,,36938,3693800,,1120,20,4801,,S,4120103202,,,,,,
100057,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL,3,1801,1121,20,0,15301,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100058,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - POR ABORDAJE TRANSMAXILAR,3,1801,,0,0,15302,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100060,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA SUBTEMPORAL Y OSTEOTOMIA ZIGOMATICA,3,1801,1121,20,0,15304,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100061,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA SUBFRONTAL EXTENDIDA,3,1801,1121,20,0,15305,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100062,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA SUBTEMPORAL,3,1801,1121,20,0,15306,700,0,,35420,3542000,,1121,20,4801,,S,4120103202,,,,,,
100063,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA PREAURICULAR INFRATENTORIAL Y CERVICOTOMIA,3,1801,1121,20,0,15307,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100064,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA SUBFRONTAL,3,1801,1121,20,0,15308,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100065,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - POR ORBITOTOMIA LATERAL,3,1801,1121,20,0,15309,730,0,,36938,3693800,,1121,20,4801,,S,4120103202,,,,,,
100066,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA TRANSESFENOIDAL,3,1801,1121,20,0,15310,820,0,,41492,4149200,,1121,20,4801,,S,4120103202,,,,,,
100067,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA MEDIA - VIA TRANSESFENOIDAL ENDOSCOPICA,3,1801,,0,0,15311,685,0,,34661,3466100,,,21,4801,,S,4120103202,,,,,,
100069,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA EXTREMO LATERAL,3,1801,1122,23,0,15401,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100070,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA FRONTO ORBITO ETMOIDAL,3,1801,1122,23,0,15402,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100071,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA SUBTEMPORAL PREAURICULAR INFRATEMPORAL Y CERVICOTOMIA TRANSMANDIBULAR,3,1801,1122,23,0,15403,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100072,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA TRANSORAL,3,1801,1124,23,0,15404,945,0,,47817,4781700,,1124,23,4801,,S,4120103202,,,,,,
100073,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA MAXILOTOMIA EXTENDIDA,3,1801,1122,23,0,15405,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100074,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA TRANSLABERINTICA,3,1801,1122,23,0,15406,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100075,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA TRANSCOCLEAR,3,1801,1122,23,0,15407,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100076,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA FOSA MEDIA,3,1801,1122,23,0,15408,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100077,RESECCION DE TUMOR DE LA BASE DEL CRANEO - FOSA POSTERIOR - VIA SUBOCCIPITAL RETROMASTOIDEA,3,1801,1122,23,0,15409,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100079,TOMA DE INJERTO OSEO DE CRANEO,3,1801,,0,0,15501,50,0,,0,0,,,,4801,,S,4120103202,,,,,,
100081,RESECCION TUMOR DE MENINGE CEREBRAL - POR CRANEOTOMIA,3,1801,1130,20,0,16101,190,0,,8130,813000,,1130,12,4801,,S,4120103202,,,,,,
100082,RESECCION TUMOR DE MENINGE CEREBRAL - POR CRANIECTOMIA CON DUROPLASTIA Y CRANEOPLASTIA,3,1801,1130,20,0,16102,305,0,,13101,1310100,,1130,12,4801,,S,4120103202,,,,,,
100084,RESECCION TUMOR DE LA HOZ - POR CRANEOTOMIA Y PLASTIA,3,1801,1132,20,0,16201,305,0,,13101,1310100,,1125,20,4801,4,S,4120103202,,,,,,
100086,RESECCION TUMOR DEL TENTORIO - POR CRANEOTOMIA,3,1801,1130,20,0,16301,190,0,,8130,813000,,1130,12,4801,,S,4120103202,,,,,,
100088,DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA,3,1801,1136,20,0,16401,250,0,,10623,1062300,,1136,20,4801,,S,4120103202,,,,,,
100090,DRENAJE DE COLECCIONES INTRACEREBRALES - POR CRANEOTOMIA,3,1801,1102,20,0,17001,525,0,,26565,2656500,,1102,12,4801,4,S,4120103202,,,,,,
100091,DRENAJE DE COLECCIONES INTRACEREBRALES - GUIADO POR ESTEREOTAXIA,3,1801,1150,20,0,17002,250,0,,10623,1062300,,1136,20,4801,4,S,4120103202,,,,,,
100092,DRENAJE DE COLECCIONES INTRACEREBRALES - POR PUNCION DIRIGIDA,3,1801,1150,20,0,17003,0,0,,0,0,,1136,20,4801,,S,4120103202,,,,,,
100093,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,1104,20,0,17004,690,0,,34914,3491400,,1104,20,4801,4,S,4120103202,,,,,,
100094,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR - GUIADO POR ESTEREOTAXIA,3,1801,1136,20,0,17005,250,0,,10623,1062300,,1136,20,4801,,S,4120103202,,,,,,
100096,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO - POR CRANEOTOMIA,3,1801,1125,20,0,17201,730,0,,36938,3693800,,1120,20,4801,,S,4120103202,,,,,,
100097,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO - POR CRANEOTOMIA OSTEOPLASTICA,3,1801,1125,20,0,17202,815,0,,41239,4123900,,1120,20,4801,,S,4120103202,,,,,,
100098,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO - POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,3,1801,,0,0,17203,0,0,,0,0,,,21,4801,,S,4120103202,,,,,,
100099,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO - CON ESTIMULACION CORTICAL,3,1801,1125,20,0,17204,700,0,,35420,3542000,,1120,20,4801,,S,4120103202,,,,,,
100102,DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL,3,1801,1125,20,0,17209,385,0,,16507,1650700,,1120,20,4801,,S,4120103202,,,,,,
100103,RESECCION TUMOR INTRACEREBELOSO - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,1127,21,0,17301,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100105,DRENAJE DE QUISTE TUMORAL INFRATENTORIAL,3,1801,1127,21,0,17303,590,0,,29854,2985400,,1122,21,4801,,S,4120103202,,,,,,
100106,RESECCION DE TUMOR DE LINEA MEDIA SUPRATENTORIAL - POR CRANEOTOMIA,3,1801,1122,23,0,17401,945,0,,47817,4781700,,1117,22,4801,4,S,4120103202,,,,,,
100108,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL - EXTRA AXIAL - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,1126,20,0,17501,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100109,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL - EXTRA AXIAL - POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,3,1801,1150,20,0,17502,0,0,,0,0,,1136,20,4801,,S,4120103202,,,,,,
100111,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL ( EXTRA AXIALES ) - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,,21,0,17504,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100112,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL ( EXTRA AXIALES ) - POR CRANEOTOMIA DE FOSA MEDIA,3,1801,,22,0,17505,945,0,,47817,4781700,,1121,20,4801,,S,4120103202,,,,,,
100113,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES ( TRONCO CEREBRAL ) - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,,21,0,17508,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100114,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES ( TRONCO CEREBRAL ) - POR CRANEOTOMIA SUBTEMPORAL,3,1801,,21,0,17509,945,0,,47817,4781700,,1122,21,4801,,S,4120103202,,,,,,
100115,RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES - POR CRANEOTOMIA,3,1801,,21,0,17601,700,0,,35420,3542000,,1118,22,4801,,S,4120103202,,,,,,
100118,RESECCION DE LESIONES VENTRICULARES INFRATENTORIALES - POR CRANEOTOMIA SUBOCCIPITAL,3,1801,,22,0,17701,945,0,,47817,4781700,,1118,22,4801,,S,4120103202,,,,,,
100121,RESECCION DE LESIONES INTRAVENTICULARES DE LINEA MEDIA - POR CRANEOTOMIA,3,1801,1123,22,0,17801,945,0,,47817,4781700,,1118,22,4801,4,S,4120103202,,,,,,
100124,DRENAJE DE QUISTE TUMORAL DE LINEA MEDIA INTRAVENTICULAR,3,1801,,22,0,17805,590,0,,29854,2985400,,1118,22,4801,,S,4120103202,,,,,,
100125,HEMISFERECTOMIA CEREBRAL POR CRANEOTOMIA,3,1801,,22,0,18101,610,0,,30866,3086600,,1129,22,4801,,S,4120103202,,,,,,
100127,HEMISFERECTOMIA CEREBELOSA POR CRANEOTOMIA SUBOCCIPITAL,3,1801,,22,0,18201,610,0,,30866,3086600,,1129,22,4801,,S,4120103202,,,,,,
100129,LOBECTOMIA POR CRANEOTOMIA SOD,3,1801,1141,20,0,19100,375,0,,15865,1586500,,1127,20,4801,4,S,4120103202,,,,,,
100130,LOBECTOMIA POR CRANIECTOMIA SOD,3,1801,,20,0,19200,375,0,,15865,1586500,,1127,20,4801,,S,4120103202,,,,,,
100131,CORRECCION DE CRANEO SINOSTOSIS - POR CRANIECTOMIA SIN AVANCES,3,1801,,11,0,20101,380,0,,0,0,,1140,11,4801,,S,4120103202,,,,,,
100132,CORRECCION DE CRANEO SINOSTOSIS - POR CRANIECTOMIA CON AVANCE FRONTAL,3,1801,,11,0,20102,380,0,,0,0,,1140,11,4801,,S,4120103202,,,,,,
100133,CORRECCION DE CRANEO ESTENOSIS MULTIPLE CON BRAQUICEFALIA - POR CRANIECTOMIA MULTIPLE,3,1801,,23,0,20103,380,0,,0,0,,1134,23,4801,,S,4120103202,,,,,,
100134,CORRECCION DE CRANEO ESTENOSIS MULTIPLE CON BRAQUICEFALIA - CON AVANCE FRONTAL,3,1801,,0,0,20104,380,0,,0,0,,,,4801,,S,4120103202,,,,,,
100135,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA - POR CRANEOTOMIA,3,1801,,0,0,20105,380,0,,0,0,,,,4801,,S,4120103202,,,,,,
100136,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA - CON AVANCE FRONTO - ORBITARIO,3,1801,,23,0,20106,620,0,,0,0,,,23,4801,,S,4120103202,,,,,,
100137,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA - CON AVANCE FRONTO NASAL ( LEFORT III ),3,1801,,23,0,20107,620,0,,31372,3137200,,1134,23,4801,,S,4120103202,,,,,,
100138,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA - CON AVANCE FRONTO MAXILAR ( LEFORT II ),3,1801,,23,0,20108,620,0,,31372,3137200,,,23,4801,,S,4120103202,,,,,,
100140,ESQUIRLECTOMIA CRANEAL A TRAVES DE TREPANACION,3,1801,1163,9,0,20201,220,0,,8470,847000,,1101,9,4801,4,S,4120103202,,,,,,
100141,DESBRIDAMIENTO DE FRACTURA COMPUESTA ( CONMINUTA ) DE CRANEO,3,1801,,9,0,20202,355,0,,13889,1388900,,1139,9,4801,,S,4120103202,,,,,,
100142,REDUCCION DE FRACTURA CRANEAL ( HUNDIMIENTO SIN COMPROMISO DE DURA ) CON ESQUIRLECTOMIA Y CRANEOPLASTIA,3,1801,1160,9,0,20203,390,0,,15105,1510500,,1139,9,4801,3,S,4120103202,,,,,,
100143,REDUCCION DE FRACTURA COMPUESTA ( CONMINUTA ) DE CRANEO - CON PLASTIA DURAL Y LIMPIEZA HEMOSTASIA CEREBRAL ( DESBRIDAMIENTO ) EN UN SOLO TIEMPO,3,1801,,9,0,20204,435,0,,16699,1669900,,1139,9,4801,,S,4120103202,,,,,,
100145,CORRECCION DE DEFECTO OSEO PRE - EXISTENTE POR CRANEOPLASTIA - CON INJERTO AUTOLOGO O HETEROLOGO,3,1801,1165,20,0,20401,240,0,,10338,1033800,,1141,12,4801,3,S,4120103202,,,,,,
100147,INSERCION O SUSTITUCION DE PLACA O MALLA CRANEAL ( METALICA - ACRILICA ) SOD,3,1801,1164,13,0,20500,190,0,,8130,813000,,1141,12,4801,3,S,4120103202,,,,,,
100148,CORRECCION DISPLASIA FIBROSA POR CRANEOPLASTIA,3,1801,,12,0,20601,190,0,,8130,813000,,1143,12,4801,,S,4120103202,,,,,,
100150,EXTRACCION DE PLACA CRANEAL SOD,3,1801,,9,0,20700,0,0,,0,0,,1101,9,4801,,S,4120103202,,,,,,
100151,CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA - POR CRANEOTOMIA,3,1801,,20,0,21101,135,0,,5897,589700,,1105,20,4801,,S,4120103202,,,,,,
100152,CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA - CON PLASTIA DURAL,3,1801,,20,0,21102,135,0,,5897,589700,,1105,20,4801,,S,4120103202,,,,,,
100153,CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO - POR CRANEOTOMIA,3,1801,,20,0,21103,135,0,,5897,589700,,1105,20,4801,,S,4120103202,,,,,,
100154,CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO - CON PLASTIA AUTOLOGA O HETEROLOGA - POR CRANEOTOMIA,3,1801,,20,0,21104,135,0,,5897,589700,,1105,20,4801,,S,4120103202,,,,,,
100157,CORRECCION FISTULA LCR EN BOVEDA CRANEANA - POR DUROPLASTIA,3,1801,,20,0,21202,135,0,,5897,589700,,1105,20,4801,,S,4120103202,,,,,,
100158,CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR - VIA SUBFRONTAL,3,1801,,20,0,21203,250,0,,10623,1062300,,1351,20,4801,,S,4120103202,,,,,,
100159,CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR - VIA TRANSESFENOIDAL,3,1801,,20,0,21204,325,0,,14160,1416000,,1351,20,4801,,S,4120103202,,,,,,
100160,CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR - VIA ENDOSCOPICA TRANSNASAL,3,1801,,20,0,21205,155,0,,5317,531700,,,20,4801,,S,4120103202,,,,,,
100162,CORRECCION FISTULA LCR EN BASE DE CRANEO MEDIO - VIA TRANSESFENOIDAL,3,1801,,20,0,21207,325,0,,14160,1416000,,1351,20,4801,,S,4120103202,,,,,,
100163,CORRECCION FISTULA LCR EN BASE DE CRANEO POSTERIOR - VIA SUBOCCIPITAL,3,1801,,20,0,21208,250,0,,10623,1062300,,1351,20,4801,,S,4120103202,,,,,,
100164,CORRECCION DE MENINGOCELE - POR CRANIECTOMIA,3,1801,,13,0,21209,315,0,,12138,1213800,,1132,12,4801,,S,4120103202,,,,,,
100165,CORRECCION DE MENINGOCELE - CON CRANEOPLASTIA,3,1801,,12,0,21210,430,0,,16576,1657600,,1132,12,4801,,S,4120103202,,,,,,
100166,CORRECCION DE MENINGOCELE DE FOSA ANTERIOR - POR CRANIECTOMIA Y PLASTIA DE MENINGE,3,1801,,12,0,21211,395,0,,15227,1522700,,1132,12,4801,,S,4120103202,,,,,,
100167,CORRECCION DE MENINGOCELE DE FOSA ANTERIOR - CON AVANCE FRONTO ORBITARIO Y PLASTIA DE MENINGE,3,1801,,12,0,21212,700,0,,35420,3542000,,1132,12,4801,,S,4120103202,,,,,,
100169,CORRECCION DE MENINGOENCEFALOCELE POR CRANIECTOMIA CON PLASTIA DE MENINGE Y CRANEOPLASTIA,3,1801,,12,0,21214,510,0,,25806,2580600,,1131,12,4801,,S,4120103202,,,,,,
100171,DERIVACION DE VENTRICULO A CISTERNA MAGNA,3,1801,,12,0,22101,210,0,,9056,905600,,1149,12,4801,,S,4120103202,,,,,,
100175,COLOCACION DE CATETER VENTRICULAR AL EXTERIOR,3,1801,,12,0,22201,150,0,,6324,632400,,1153,12,4801,,S,4120103202,,,,,,
100176,DERIVACION VENTRICULAR A ESPACIO SUBARACNOIDEO CERVICAL,3,1801,1223,12,0,22202,210,0,,9056,905600,,1149,12,4801,3,S,4120103202,,,,,,
100178,COLOCACION DE CATETER VENTRICULO PERITONEAL - SIN VALVULA SOD,3,1801,,12,0,22300,210,0,,9056,905600,,1147,12,4801,,S,4120103202,,,,,,
100179,DERIVACION VENTRICULOATRIAL,3,1801,1224,13,0,23201,210,0,,9056,905600,,1146,12,4801,3,S,4120103202,,,,,,
100181,VENTRICULOPERITONEOSTOMIA,3,1801,1221,13,0,23401,210,0,,9056,905600,,1147,12,4801,3,S,4120103202,,,,,,
100182,DERIVACION CISTO PERITONEAL ( QUISTE VENTRICULAR A PERITONEO ),3,1801,,13,0,23402,210,0,,9056,905600,,1147,12,4801,,S,4120103202,,,,,,
100185,IRRIGACION DE DERIVACION VENTRICULAR SOD,3,1801,1241,10,0,24100,120,0,,5103,510300,,1155,9,4801,3,S,4120103202,,,,,,
100186,REEMPLAZO PARCIAL DE DERIVACION,3,1801,,9,0,24201,120,0,,5103,510300,,1155,9,4801,,S,4120103202,,,,,,
100187,REEMPLAZO TOTAL DE DERIVACION,3,1801,,9,0,24202,140,0,,6039,603900,,1155,9,4801,,S,4120103202,,,,,,
100189,RETIRO DE DERIVACION SOD,3,1801,1240,9,0,24300,125,0,,5245,524500,,1154,9,4801,3,S,4120103202,,,,,,
100190,IMPLANTE DE CATETER ( INTRAVENTRICULAR - INTRACISTICO ) CON RESERVORIO SUBCUTANEO SOD,3,1801,,12,0,25000,125,0,,0,0,,1153,12,4801,3,S,4120103202,,,,,,
100191,LISIS DE ADHERENCIAS CORTICALES SOD,3,1801,,12,0,28100,0,0,,0,0,,1130,12,4801,,S,4120103202,,,,,,
